0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	13	0	0
0	0	0	0	0	0	0	13	0	9	0	0	33	0	11	23	0	15	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	21	9	18	27	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	45	0	0	23	17	0	0	36	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	25	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	14	0	0	23	0	0	70	0	23	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	14	25	0	0	0	0	0	20	0	0	0	0	10	0	0	49	0
0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
0	0	13	0	0	25	0	0	0	55	0	0	253	46	13	16	0	18	11	0	43	0	0	0	0	0	37	0	0	0	0	0	169	21	9	64	0	75	0	0	26	0	9	0	0	11	0	9	0	0	0	0	26	15	19	9	10	10	0	0	85	97	0	0	9	14	63	0	12	11	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	9	0	0	0	0	55	0	0	0	0	73	0	15	29	0	0	9	0	19	0	12	0	0	0	24	0	0	0	0	0	71	16	0	17	0	45	0	0	21	0	0	0	0	0	0	0	0	0	0	0	12	0	37	0	0	0	0	0	38	51	0	0	0	13	71	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	14	33	0	0	89	15	253	0	73	12	17	0	43	32	42	10	86	18	0	63	10	21	9	33	0	44	0	0	24	27	0	203	33	24	193	0	149	37	17	31	11	34	13	0	20	11	11	16	0	28	10	26	14	47	39	9	17	10	13	87	187	9	15	32	32	77	0	44	61	12
0	0	0	0	0	0	0	46	0	0	0	0	43	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	18	0	0	15	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	10	11	0	0	0	0	0	0	0	0	0
0	0	11	0	0	0	0	13	0	15	0	0	32	0	0	12	0	0	14	0	18	0	0	0	0	0	11	0	0	0	0	0	14	0	0	22	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	9	0	0	14	40	0	0	0	17	13	0	0	0	0
0	0	23	0	0	0	0	16	0	29	0	0	42	0	12	0	0	9	0	0	14	0	0	0	0	0	10	0	0	0	0	0	18	13	13	0	12	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	11	49	0	0	36	30	18	0	44	0	0
0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	15	0	0	0	0	18	0	0	0	10	86	0	0	9	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	20	0	25	14	0	38	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	11	10	0	29	0	0
